"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"97942-00","Intravenous sedation for dental proc","92515-99","92515-99",0
"97942-00","Intravenous sedation for dental proc","92515-99","92515-90",1
"97942-00","Intravenous sedation for dental proc","92515-99","92515-19",2
"97942-00","Intravenous sedation for dental proc","92515-99","92515-10",3
"97942-00","Intravenous sedation for dental proc","92515-99","92515-29",4
"97942-00","Intravenous sedation for dental proc","92515-99","92515-20",5
"97942-00","Intravenous sedation for dental proc","92515-99","92515-39",6
"97942-00","Intravenous sedation for dental proc","92515-99","92515-30",7
"97942-00","Intravenous sedation for dental proc","92515-99","92515-49",8
"97942-00","Intravenous sedation for dental proc","92515-99","92515-40",9
"97942-00","Intravenous sedation for dental proc","92515-99","92515-59",10
"97942-00","Intravenous sedation for dental proc","92515-99","92515-50",11
"97942-00","Intravenous sedation for dental proc","92515-99","92515-69",12
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-99",0
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-90",1
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-19",2
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-10",3
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-29",4
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-20",5
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-39",6
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-30",7
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-49",8
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-40",9
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-59",10
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-50",11
"97943-00","Inhalation sedation for dental procedure","92515-99","92515-69",12
"97944-01","Relaxation therapy for dental procedure","96001-00","96001-00",0
"97949-00","General anaesthesia for dental procedure","92514-99","92514-99",0
"97949-00","General anaesthesia for dental procedure","92514-99","92514-90",1
"97949-00","General anaesthesia for dental procedure","92514-99","92514-19",2
"97949-00","General anaesthesia for dental procedure","92514-99","92514-10",3
"97949-00","General anaesthesia for dental procedure","92514-99","92514-29",4
"97949-00","General anaesthesia for dental procedure","92514-99","92514-20",5
"97949-00","General anaesthesia for dental procedure","92514-99","92514-39",6
"97949-00","General anaesthesia for dental procedure","92514-99","92514-30",7
"97949-00","General anaesthesia for dental procedure","92514-99","92514-49",8
"97949-00","General anaesthesia for dental procedure","92514-99","92514-40",9
"97949-00","General anaesthesia for dental procedure","92514-99","92514-59",10
"97949-00","General anaesthesia for dental procedure","92514-99","92514-50",11
"97949-00","General anaesthesia for dental procedure","92514-99","92514-69",12
