"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18266-01",2
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18266-02",3
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18256-00",4
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18274-00",5
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18254-00",0
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18266-00",1
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18266-01",2
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18266-02",3
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18256-00",4
"92511-40","Regnl block nerve of upp limb ASA 40","18254-00","18274-00",5
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18254-00",0
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18266-00",1
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18266-01",2
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18266-02",3
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18256-00",4
"92511-49","Regnl block nerve of upp limb ASA 49","18254-00","18274-00",5
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18254-00",0
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18266-00",1
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18266-01",2
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18266-02",3
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18256-00",4
"92511-50","Regnl block nerve of upp limb ASA 50","18254-00","18274-00",5
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18254-00",0
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18266-00",1
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18266-01",2
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18266-02",3
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18256-00",4
"92511-59","Regnl block nerve of upp limb ASA 59","18254-00","18274-00",5
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18254-00",0
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18266-00",1
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18266-01",2
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18266-02",3
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18256-00",4
"92511-69","Regnl block nerve of upp limb ASA 69","18254-00","18274-00",5
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18254-00",0
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18266-00",1
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18266-01",2
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18266-02",3
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18256-00",4
"92511-90","Regnl block nerve of upp limb ASA 90","18254-00","18274-00",5
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18254-00",0
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18266-00",1
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18266-01",2
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18266-02",3
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18256-00",4
"92511-99","Regnl block nerve of upp limb ASA 99","18254-00","18274-00",5
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18268-00",0
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18270-00",1
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18272-00",2
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18278-00",3
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18272-01",4
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18272-02",5
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18272-03",6
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18274-02",7
"92512-10","Regnl block nerve of low limb ASA 10","18268-00","18274-03",8
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18268-00",0
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18270-00",1
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18272-00",2
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18278-00",3
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18272-01",4
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18272-02",5
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18272-03",6
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18274-02",7
"92512-19","Regnl block nerve of low limb ASA 19","18268-00","18274-03",8
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18268-00",0
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18270-00",1
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18272-00",2
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18278-00",3
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18272-01",4
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18272-02",5
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18272-03",6
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18274-02",7
"92512-20","Regnl block nerve of low limb ASA 20","18268-00","18274-03",8
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18268-00",0
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18270-00",1
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18272-00",2
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18278-00",3
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18272-01",4
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18272-02",5
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18272-03",6
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18274-02",7
"92512-29","Regnl block nerve of low limb ASA 29","18268-00","18274-03",8
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18268-00",0
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18270-00",1
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18272-00",2
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18278-00",3
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18272-01",4
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18272-02",5
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18272-03",6
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18274-02",7
"92512-30","Regnl block nerve of low limb ASA 30","18268-00","18274-03",8
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18268-00",0
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18270-00",1
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18272-00",2
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18278-00",3
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18272-01",4
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18272-02",5
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18272-03",6
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18274-02",7
"92512-39","Regnl block nerve of low limb ASA 39","18268-00","18274-03",8
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18268-00",0
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18270-00",1
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18272-00",2
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18278-00",3
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18272-01",4
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18272-02",5
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18272-03",6
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18274-02",7
"92512-40","Regnl block nerve of low limb ASA 40","18268-00","18274-03",8
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18268-00",0
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18270-00",1
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18272-00",2
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18278-00",3
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18272-01",4
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18272-02",5
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18272-03",6
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18274-02",7
"92512-49","Regnl block nerve of low limb ASA 49","18268-00","18274-03",8
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18268-00",0
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18270-00",1
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18272-00",2
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18278-00",3
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18272-01",4
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18272-02",5
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18272-03",6
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18274-02",7
"92512-50","Regnl block nerve of low limb ASA 50","18268-00","18274-03",8
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18268-00",0
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18270-00",1
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18272-00",2
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18278-00",3
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18272-01",4
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18272-02",5
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18272-03",6
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18274-02",7
"92512-59","Regnl block nerve of low limb ASA 59","18268-00","18274-03",8
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18268-00",0
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18270-00",1
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18272-00",2
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18278-00",3
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18272-01",4
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18272-02",5
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18272-03",6
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18274-02",7
"92512-69","Regnl block nerve of low limb ASA 69","18268-00","18274-03",8
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18268-00",0
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18270-00",1
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18272-00",2
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18278-00",3
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18272-01",4
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18272-02",5
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18272-03",6
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18274-02",7
"92512-90","Regnl block nerve of low limb ASA 90","18268-00","18274-03",8
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18268-00",0
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18270-00",1
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18272-00",2
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18278-00",3
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18272-01",4
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18272-02",5
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18272-03",6
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18274-02",7
"92512-99","Regnl block nerve of low limb ASA 99","18268-00","18274-03",8
"92513-10","Infiltration of local anaes ASA 10","92501-01","92501-01",0
"92513-10","Infiltration of local anaes ASA 10","92501-01","92501-00",1
"92513-10","Infiltration of local anaes ASA 10","92501-01","18213-00",2
"92513-10","Infiltration of local anaes ASA 10","92501-01","18213-01",3
"92513-10","Infiltration of local anaes ASA 10","92501-01","97941-00",4
"92513-19","Infiltration of local anaes ASA 19","92501-01","92501-01",0
"92513-19","Infiltration of local anaes ASA 19","92501-01","92501-00",1
"92513-19","Infiltration of local anaes ASA 19","92501-01","18213-00",2
"92513-19","Infiltration of local anaes ASA 19","92501-01","18213-01",3
"92513-19","Infiltration of local anaes ASA 19","92501-01","97941-00",4
"92513-20","Infiltration of local anaes ASA 20","92501-01","92501-01",0
"92513-20","Infiltration of local anaes ASA 20","92501-01","92501-00",1
"92513-20","Infiltration of local anaes ASA 20","92501-01","18213-00",2
"92513-20","Infiltration of local anaes ASA 20","92501-01","18213-01",3
"92513-20","Infiltration of local anaes ASA 20","92501-01","97941-00",4
"92513-29","Infiltration of local anaes ASA 29","92501-01","92501-01",0
"92513-29","Infiltration of local anaes ASA 29","92501-01","92501-00",1
"92513-29","Infiltration of local anaes ASA 29","92501-01","18213-00",2
"92513-29","Infiltration of local anaes ASA 29","92501-01","18213-01",3
"92513-29","Infiltration of local anaes ASA 29","92501-01","97941-00",4
"92513-30","Infiltration of local anaes ASA 30","92501-01","92501-01",0
"92513-30","Infiltration of local anaes ASA 30","92501-01","92501-00",1
"92513-30","Infiltration of local anaes ASA 30","92501-01","18213-00",2
"92513-30","Infiltration of local anaes ASA 30","92501-01","18213-01",3
"92513-30","Infiltration of local anaes ASA 30","92501-01","97941-00",4
"92513-39","Infiltration of local anaes ASA 39","92501-01","92501-01",0
"92513-39","Infiltration of local anaes ASA 39","92501-01","92501-00",1
"92513-39","Infiltration of local anaes ASA 39","92501-01","18213-00",2
"92513-39","Infiltration of local anaes ASA 39","92501-01","18213-01",3
"92513-39","Infiltration of local anaes ASA 39","92501-01","97941-00",4
"92513-40","Infiltration of local anaes ASA 40","92501-01","92501-01",0
"92513-40","Infiltration of local anaes ASA 40","92501-01","92501-00",1
"92513-40","Infiltration of local anaes ASA 40","92501-01","18213-00",2
"92513-40","Infiltration of local anaes ASA 40","92501-01","18213-01",3
"92513-40","Infiltration of local anaes ASA 40","92501-01","97941-00",4
"92513-49","Infiltration of local anaes ASA 49","92501-01","92501-01",0
"92513-49","Infiltration of local anaes ASA 49","92501-01","92501-00",1
"92513-49","Infiltration of local anaes ASA 49","92501-01","18213-00",2
"92513-49","Infiltration of local anaes ASA 49","92501-01","18213-01",3
"92513-49","Infiltration of local anaes ASA 49","92501-01","97941-00",4
"92513-50","Infiltration of local anaes ASA 50","92501-01","92501-01",0
"92513-50","Infiltration of local anaes ASA 50","92501-01","92501-00",1
"92513-50","Infiltration of local anaes ASA 50","92501-01","18213-00",2
"92513-50","Infiltration of local anaes ASA 50","92501-01","18213-01",3
"92513-50","Infiltration of local anaes ASA 50","92501-01","97941-00",4
"92513-59","Infiltration of local anaes ASA 59","92501-01","92501-01",0
"92513-59","Infiltration of local anaes ASA 59","92501-01","92501-00",1
"92513-59","Infiltration of local anaes ASA 59","92501-01","18213-00",2
"92513-59","Infiltration of local anaes ASA 59","92501-01","18213-01",3
"92513-59","Infiltration of local anaes ASA 59","92501-01","97941-00",4
"92513-69","Infiltration of local anaes ASA 69","92501-01","92501-01",0
"92513-69","Infiltration of local anaes ASA 69","92501-01","92501-00",1
"92513-69","Infiltration of local anaes ASA 69","92501-01","18213-00",2
"92513-69","Infiltration of local anaes ASA 69","92501-01","18213-01",3
"92513-69","Infiltration of local anaes ASA 69","92501-01","97941-00",4
"92513-90","Infiltration of local anaes ASA 90","92501-01","92501-01",0
"92513-90","Infiltration of local anaes ASA 90","92501-01","92501-00",1
"92513-90","Infiltration of local anaes ASA 90","92501-01","18213-00",2
"92513-90","Infiltration of local anaes ASA 90","92501-01","18213-01",3
"92513-90","Infiltration of local anaes ASA 90","92501-01","97941-00",4
"92513-99","Infiltration of local anaes ASA 99","92501-01","92501-01",0
"92513-99","Infiltration of local anaes ASA 99","92501-01","92501-00",1
"92513-99","Infiltration of local anaes ASA 99","92501-01","18213-00",2
"92513-99","Infiltration of local anaes ASA 99","92501-01","18213-01",3
"92513-99","Infiltration of local anaes ASA 99","92501-01","97941-00",4
"92514-10","General anaesthesia, ASA 10","92502-02","92502-02",0
"92514-10","General anaesthesia, ASA 10","92502-02","92502-00",1
"92514-10","General anaesthesia, ASA 10","92502-02","92502-01",2
"92514-10","General anaesthesia, ASA 10","92502-02","92502-03",3
"92514-10","General anaesthesia, ASA 10","92502-02","97949-00",4
"92514-19","General anaesthesia, ASA 19","92502-02","92502-02",0
"92514-19","General anaesthesia, ASA 19","92502-02","92502-00",1
"92514-19","General anaesthesia, ASA 19","92502-02","92502-01",2
"92514-19","General anaesthesia, ASA 19","92502-02","92502-03",3
"92514-19","General anaesthesia, ASA 19","92502-02","97949-00",4
"92514-20","General anaesthesia, ASA 20","92502-02","92502-02",0
"92514-20","General anaesthesia, ASA 20","92502-02","92502-00",1
"92514-20","General anaesthesia, ASA 20","92502-02","92502-01",2
"92514-20","General anaesthesia, ASA 20","92502-02","92502-03",3
"92514-20","General anaesthesia, ASA 20","92502-02","97949-00",4
"92514-29","General anaesthesia, ASA 29","92502-02","92502-02",0
"92514-29","General anaesthesia, ASA 29","92502-02","92502-00",1
"92514-29","General anaesthesia, ASA 29","92502-02","92502-01",2
"92514-29","General anaesthesia, ASA 29","92502-02","92502-03",3
"92514-29","General anaesthesia, ASA 29","92502-02","97949-00",4
"92514-30","General anaesthesia, ASA 30","92502-02","92502-02",0
"92514-30","General anaesthesia, ASA 30","92502-02","92502-00",1
"92514-30","General anaesthesia, ASA 30","92502-02","92502-01",2
"92514-30","General anaesthesia, ASA 30","92502-02","92502-03",3
"92514-30","General anaesthesia, ASA 30","92502-02","97949-00",4
"92514-39","General anaesthesia, ASA 39","92502-02","92502-02",0
"92514-39","General anaesthesia, ASA 39","92502-02","92502-00",1
"92514-39","General anaesthesia, ASA 39","92502-02","92502-01",2
"92514-39","General anaesthesia, ASA 39","92502-02","92502-03",3
"92514-39","General anaesthesia, ASA 39","92502-02","97949-00",4
"92514-40","General anaesthesia, ASA 40","92502-02","92502-02",0
"92514-40","General anaesthesia, ASA 40","92502-02","92502-00",1
"92514-40","General anaesthesia, ASA 40","92502-02","92502-01",2
"92514-40","General anaesthesia, ASA 40","92502-02","92502-03",3
"92514-40","General anaesthesia, ASA 40","92502-02","97949-00",4
"92514-49","General anaesthesia, ASA 49","92502-02","92502-02",0
"92514-49","General anaesthesia, ASA 49","92502-02","92502-00",1
"92514-49","General anaesthesia, ASA 49","92502-02","92502-01",2
"92514-49","General anaesthesia, ASA 49","92502-02","92502-03",3
"92514-49","General anaesthesia, ASA 49","92502-02","97949-00",4
"92514-50","General anaesthesia, ASA 50","92502-02","92502-02",0
"92514-50","General anaesthesia, ASA 50","92502-02","92502-00",1
"92514-50","General anaesthesia, ASA 50","92502-02","92502-01",2
"92514-50","General anaesthesia, ASA 50","92502-02","92502-03",3
"92514-50","General anaesthesia, ASA 50","92502-02","97949-00",4
"92514-59","General anaesthesia, ASA 59","92502-02","92502-02",0
"92514-59","General anaesthesia, ASA 59","92502-02","92502-00",1
"92514-59","General anaesthesia, ASA 59","92502-02","92502-01",2
"92514-59","General anaesthesia, ASA 59","92502-02","92502-03",3
"92514-59","General anaesthesia, ASA 59","92502-02","97949-00",4
"92514-69","General anaesthesia, ASA 69","92502-02","92502-02",0
"92514-69","General anaesthesia, ASA 69","92502-02","92502-00",1
"92514-69","General anaesthesia, ASA 69","92502-02","92502-01",2
"92514-69","General anaesthesia, ASA 69","92502-02","92502-03",3
"92514-69","General anaesthesia, ASA 69","92502-02","97949-00",4
"92514-90","General anaesthesia, ASA 90","92502-02","92502-02",0
"92514-90","General anaesthesia, ASA 90","92502-02","92502-00",1
"92514-90","General anaesthesia, ASA 90","92502-02","92502-01",2
"92514-90","General anaesthesia, ASA 90","92502-02","92502-03",3
"92514-90","General anaesthesia, ASA 90","92502-02","97949-00",4
"92514-99","General anaesthesia, ASA 99","92502-02","92502-02",0
"92514-99","General anaesthesia, ASA 99","92502-02","92502-00",1
"92514-99","General anaesthesia, ASA 99","92502-02","92502-01",2
"92514-99","General anaesthesia, ASA 99","92502-02","92502-03",3
"92514-99","General anaesthesia, ASA 99","92502-02","97949-00",4
"92515-10","Sedation, ASA 10","92503-00","92503-00",0
"92515-10","Sedation, ASA 10","92503-00","92503-01",1
"92515-10","Sedation, ASA 10","92503-00","92503-02",2
"92515-10","Sedation, ASA 10","92503-00","92503-03",3
"92515-10","Sedation, ASA 10","92503-00","97942-00",4
"92515-10","Sedation, ASA 10","92503-00","97943-00",5
"92515-19","Sedation, ASA 19","92503-00","92503-00",0
"92515-19","Sedation, ASA 19","92503-00","92503-01",1
"92515-19","Sedation, ASA 19","92503-00","92503-02",2
"92515-19","Sedation, ASA 19","92503-00","92503-03",3
"92515-19","Sedation, ASA 19","92503-00","97942-00",4
"92515-19","Sedation, ASA 19","92503-00","97943-00",5
"92515-20","Sedation, ASA 20","92503-00","92503-00",0
"92515-20","Sedation, ASA 20","92503-00","92503-01",1
"92515-20","Sedation, ASA 20","92503-00","92503-02",2
"92515-20","Sedation, ASA 20","92503-00","92503-03",3
"92515-20","Sedation, ASA 20","92503-00","97942-00",4
"92515-20","Sedation, ASA 20","92503-00","97943-00",5
"92515-29","Sedation, ASA 29","92503-00","92503-00",0
"92515-29","Sedation, ASA 29","92503-00","92503-01",1
"92515-29","Sedation, ASA 29","92503-00","92503-02",2
"92515-29","Sedation, ASA 29","92503-00","92503-03",3
"92515-29","Sedation, ASA 29","92503-00","97942-00",4
"92515-29","Sedation, ASA 29","92503-00","97943-00",5
"92515-30","Sedation, ASA 30","92503-00","92503-00",0
"92515-30","Sedation, ASA 30","92503-00","92503-01",1
"92515-30","Sedation, ASA 30","92503-00","92503-02",2
"92515-30","Sedation, ASA 30","92503-00","92503-03",3
"92515-30","Sedation, ASA 30","92503-00","97942-00",4
"92515-30","Sedation, ASA 30","92503-00","97943-00",5
"92515-39","Sedation, ASA 39","92503-00","92503-00",0
"92515-39","Sedation, ASA 39","92503-00","92503-01",1
"92515-39","Sedation, ASA 39","92503-00","92503-02",2
"92515-39","Sedation, ASA 39","92503-00","92503-03",3
"92515-39","Sedation, ASA 39","92503-00","97942-00",4
"92515-39","Sedation, ASA 39","92503-00","97943-00",5
"92515-40","Sedation, ASA 40","92503-00","92503-00",0
"92515-40","Sedation, ASA 40","92503-00","92503-01",1
"92515-40","Sedation, ASA 40","92503-00","92503-02",2
"92515-40","Sedation, ASA 40","92503-00","92503-03",3
"92515-40","Sedation, ASA 40","92503-00","97942-00",4
"92515-40","Sedation, ASA 40","92503-00","97943-00",5
"92515-49","Sedation, ASA 49","92503-00","92503-00",0
"92515-49","Sedation, ASA 49","92503-00","92503-01",1
"92515-49","Sedation, ASA 49","92503-00","92503-02",2
"92515-49","Sedation, ASA 49","92503-00","92503-03",3
"92515-49","Sedation, ASA 49","92503-00","97942-00",4
"92515-49","Sedation, ASA 49","92503-00","97943-00",5
"92515-50","Sedation, ASA 50","92503-00","92503-00",0
"92515-50","Sedation, ASA 50","92503-00","92503-01",1
"92515-50","Sedation, ASA 50","92503-00","92503-02",2
"92515-50","Sedation, ASA 50","92503-00","92503-03",3
"92515-50","Sedation, ASA 50","92503-00","97942-00",4
"92515-50","Sedation, ASA 50","92503-00","97943-00",5
"92515-59","Sedation, ASA 59","92503-00","92503-00",0
"92515-59","Sedation, ASA 59","92503-00","92503-01",1
"92515-59","Sedation, ASA 59","92503-00","92503-02",2
"92515-59","Sedation, ASA 59","92503-00","92503-03",3
"92515-59","Sedation, ASA 59","92503-00","97942-00",4
"92515-59","Sedation, ASA 59","92503-00","97943-00",5
"92515-69","Sedation, ASA 69","92503-00","92503-00",0
"92515-69","Sedation, ASA 69","92503-00","92503-01",1
"92515-69","Sedation, ASA 69","92503-00","92503-02",2
"92515-69","Sedation, ASA 69","92503-00","92503-03",3
"92515-69","Sedation, ASA 69","92503-00","97942-00",4
"92515-69","Sedation, ASA 69","92503-00","97943-00",5
"92515-90","Sedation, ASA 90","92503-00","92503-00",0
"92515-90","Sedation, ASA 90","92503-00","92503-01",1
"92515-90","Sedation, ASA 90","92503-00","92503-02",2
"92515-90","Sedation, ASA 90","92503-00","92503-03",3
"92515-90","Sedation, ASA 90","92503-00","97942-00",4
"92515-90","Sedation, ASA 90","92503-00","97943-00",5
"92515-99","Sedation, ASA 99","92503-00","92503-00",0
"92515-99","Sedation, ASA 99","92503-00","92503-01",1
"92515-99","Sedation, ASA 99","92503-00","92503-02",2
"92515-99","Sedation, ASA 99","92503-00","92503-03",3
"92515-99","Sedation, ASA 99","92503-00","97942-00",4
"92515-99","Sedation, ASA 99","92503-00","97943-00",5
"92516-00","Management of neuraxial block","18216-01","18216-01",0
"92516-00","Management of neuraxial block","18216-01","18216-04",1
"92516-00","Management of neuraxial block","18216-01","18216-07",2
"92516-00","Management of neuraxial block","18216-01","18216-10",3
"92516-00","Management of neuraxial block","18216-01","18216-13",4
"92516-00","Management of neuraxial block","18216-01","18216-16",5
"92516-00","Management of neuraxial block","18216-01","18216-19",6
"92516-00","Management of neuraxial block","18216-01","18216-22",7
"92516-00","Management of neuraxial block","18216-01","18216-25",8
"92517-00","Mgmt of neuraxial block nrv of head/neck","18292-02","No map",0
"92517-01","Mgmt of regnl block nrv of trunk","18292-02","No map",0
"92517-02","Mgmt of regnl block  nrv of upp limb","18292-02","No map",0
"92517-03","Mgmt of regnl block nrv of low limb","18292-02","No map",0
"92518-00","IV postproc infus pt control analgesia","92504-02","92504-02",0
"92518-01","IV postproc analgesic infus","92504-03","92504-03",0
"95550-12","Allied health intervtn, pastoral care","95550-11","95550-11",0
"95550-13","Allied health intervtn, music therapy","95550-11","95550-11",0
"96109-01","Pastoral ritual/worship","96149-00","96149-00",0
"96175-00","Mental/behavioural assessment","93300-00","93300-00",0
"96175-00","Mental/behavioural assessment","93300-00","96000-01",1
"96175-00","Mental/behavioural assessment","93300-00","96000-02",2
"96175-00","Mental/behavioural assessment","93300-00","96000-03",3
"96175-00","Mental/behavioural assessment","93300-00","96033-00",4
"96176-00","Behaviour therapy","96174-00","96174-00",0
"96177-00","Interpersonal psychotherapy [IPT]","96099-00","96099-00",0
"96178-00","Couples therapy","96174-00","96174-00",0
"96179-00","Sex therapy","96174-00","96174-00",0
"96180-00","Oth psycthpy or psychosocial therapies","96174-00","96174-00",0
"96181-00","Art therapy","96109-00","96109-00",0
"96182-00","Bibliotherapy","96109-00","96109-00",0
"96183-00","Narrative therapy","96109-00","96109-00",0
"96184-00","Developmental testing","96036-00","96036-00",0
"96185-00","Supportive psychotherapy, NEC","96174-00","96174-00",0
"96186-00","Pastoral assessment","96037-00","96037-00",0
"96187-00","Pastoral ministry","96087-00","96087-00",0
"96188-00","Other photography of eye","11215-00","11215-00",0
"96188-00","Other photography of eye","11215-00","11218-00",1
"97321-01","Surg removal two or more erupted teeth","97321-00","97321-00",0
