"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.02",4
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.03",5
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.19",0
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.18",1
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.10",2
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.11",3
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.12",4
"V40.1","Car occupant vs w ped/anml pass nontrf","V40.19","V40.13",5
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.29",0
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.28",1
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.20",2
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.21",3
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.22",4
"V40.2","Car occupant vs w ped/anml nontrf","V40.29","V40.23",5
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.39",0
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.38",1
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.30",2
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.31",3
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.32",4
"V40.3","Car occ vs w ped/anml unspec occ nontrf","V40.39","V40.33",5
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.49",0
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.48",1
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.40",2
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.41",3
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.42",4
"V40.4","Car occ vs w ped/anml board or alight","V40.49","V40.43",5
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.59",0
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.58",1
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.50",2
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.51",3
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.52",4
"V40.5","Car occ vs w ped/anml drvr traf accdnt","V40.59","V40.53",5
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.69",0
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.68",1
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.60",2
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.61",3
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.62",4
"V40.6","Car occ vs w ped/anml pass traf accdnt","V40.69","V40.63",5
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.79",0
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.78",1
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.70",2
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.71",3
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.72",4
"V40.7","Car occupant vs w ped/anml traf accdnt","V40.79","V40.73",5
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.99",0
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.98",1
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.90",2
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.91",3
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.92",4
"V40.9","Car occ/ped anml unspec occ traf accdnt","V40.99","V40.93",5
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.09",0
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.08",1
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.00",2
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.01",3
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.02",4
"V41.0","Car occupant vs w pdl cycle drvr nontrf","V41.09","V41.03",5
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.19",0
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.18",1
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.10",2
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.11",3
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.12",4
"V41.1","Car occupant w vs pdl cycle pass nontrf","V41.19","V41.13",5
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.29",0
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.28",1
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.20",2
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.21",3
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.22",4
"V41.2","Car occ w vs cycl unspec occ nontrf","V41.29","V41.23",5
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.39",0
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.38",1
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.30",2
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.31",3
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.32",4
"V41.3","Car occupant w vs cycl board or alight","V41.39","V41.33",5
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.49",0
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.48",1
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.40",2
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.41",3
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.42",4
"V41.4","Car occ w pdlcycl ?occ nontrf ?car","V41.49","V41.43",5
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.59",0
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.58",1
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.50",2
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.51",3
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.52",4
"V41.5","Car occ w cycl board/alight ?car","V41.59","V41.53",5
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.69",0
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.68",1
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.60",2
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.61",3
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.62",4
"V41.6","Car occ w cycl drvr trf accdnt ?car","V41.69","V41.63",5
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.79",0
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.78",1
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.70",2
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.71",3
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.72",4
"V41.7","Car occ w cycl pass trff accdnt ?car ","V41.79","V41.73",5
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.99",0
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.98",1
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.90",2
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.91",3
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.92",4
"V41.9","Car occ w vs cycl unspec occ traf accdnt","V41.99","V41.93",5
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.09",0
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.08",1
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.00",2
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.01",3
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.02",4
"V42.0","Car occupant w vs 2-3wl MV drvr nontrf","V42.09","V42.03",5
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.19",0
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.18",1
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.10",2
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.11",3
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.12",4
"V42.1","Car occupant w vs 2-3wl MV pass nontrf","V42.19","V42.13",5
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.29",0
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.28",1
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.20",2
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.21",3
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.22",4
"V42.2","Car occupant w vs 2-3wl MV nontrf","V42.29","V42.23",5
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.39",0
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.38",1
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.30",2
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.31",3
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.32",4
"V42.3","Car occ w vs 2-3wl MV unspec occ nontrf","V42.39","V42.33",5
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.49",0
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.48",1
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.40",2
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.41",3
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.42",4
"V42.4","Car occupant w vs 2-3wl MV board/alight","V42.49","V42.43",5
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.59",0
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.58",1
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.50",2
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.51",3
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.52",4
"V42.5","Car occ w vs 2-3wl MV drvr traf accdnt","V42.59","V42.53",5
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.69",0
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.68",1
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.60",2
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.61",3
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.62",4
"V42.6","Car occ w vs 2-3wl MV pass traf accdnt","V42.69","V42.63",5
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.79",0
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.78",1
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.70",2
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.71",3
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.72",4
"V42.7","Car occupant w vs 2-3wl MV traf accdnt","V42.79","V42.73",5
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.99",0
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.98",1
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.90",2
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.91",3
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.92",4
"V42.9","Car occ unspec vs 2-3 wl MV traf accdnt","V42.99","V42.93",5
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.09",0
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.08",1
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.00",2
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.01",3
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.02",4
"V43.0","Car occupant w vs car truck drvr nontrf","V43.09","V43.03",5
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.19",0
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.18",1
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.10",2
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.11",3
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.12",4
"V43.1","Car occupant w vs car truck pass nontrf","V43.19","V43.13",5
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.29",0
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.28",1
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.20",2
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.21",3
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.22",4
"V43.2","Car occupant w vs car trck nontrf","V43.29","V43.23",5
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.39",0
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.38",1
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.30",2
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.31",3
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.32",4
"V43.3","Car occ w vs car trck unspec occ nontrf","V43.39","V43.33",5
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.49",0
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.48",1
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.40",2
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.41",3
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.42",4
"V43.4","Car occupant vs car truck board/alight","V43.49","V43.43",5
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.59",0
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.58",1
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.50",2
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.51",3
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.52",4
"V43.5","Car occ w vs car trck drvr traf accdnt","V43.59","V43.53",5
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.69",0
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.68",1
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.60",2
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.61",3
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.62",4
"V43.6","Car occ w vs car trck pass traf accdnt","V43.69","V43.63",5
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.79",0
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.78",1
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.70",2
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.71",3
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.72",4
"V43.7","Car occupant w vs car trck traf accdnt","V43.79","V43.73",5
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.99",0
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.98",1
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.90",2
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.91",3
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.92",4
"V43.9","Car occ unspec w vs car trck traf accdnt","V43.99","V43.93",5
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.09",0
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.08",1
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.00",2
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.01",3
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.02",4
"V44.0","Car occupant w vs trnspt bus drvr nontrf","V44.09","V44.03",5
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.19",0
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.18",1
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.10",2
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.11",3
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.12",4
"V44.1","Car occupant w vs trnspt bus pass nontrf","V44.19","V44.13",5
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.29",0
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.28",1
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.20",2
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.21",3
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.22",4
"V44.2","Car occupant w vs trnspt bus nontrf","V44.29","V44.23",5
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.39",0
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.38",1
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.30",2
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.31",3
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.32",4
"V44.3","Car occ vs trnspt bus unspec occ nontrf","V44.39","V44.33",5
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.49",0
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.48",1
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.40",2
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.41",3
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.42",4
"V44.4","Car occ w vs trnspt bus board/alight","V44.49","V44.43",5
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.59",0
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.58",1
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.50",2
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.51",3
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.52",4
"V44.5","Car occ w vs trnspt bus drvr traf accdnt","V44.59","V44.53",5
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.69",0
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.68",1
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.60",2
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.61",3
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.62",4
"V44.6","Car occ w vs trnspt bus pass traf accdnt","V44.69","V44.63",5
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.79",0
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.78",1
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.70",2
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.71",3
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.72",4
"V44.7","Car occupant w vs trnspt bus traf accdnt","V44.79","V44.73",5
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.99",0
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.98",1
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.90",2
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.91",3
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.92",4
"V44.9","Car occ unspec vs trnspt bus traf accdnt","V44.99","V44.93",5
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.09",0
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.08",1
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.00",2
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.01",3
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.02",4
"V45.0","Car occupant vs train rail drvr nontrf","V45.09","V45.03",5
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.19",0
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.18",1
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.10",2
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.11",3
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.12",4
"V45.1","Car occupant w vs train rail pass nontrf","V45.19","V45.13",5
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.29",0
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.28",1
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.20",2
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.21",3
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.22",4
"V45.2","Car occ w vs train outside veh nontrf","V45.29","V45.23",5
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.39",0
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.38",1
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.30",2
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.31",3
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.32",4
"V45.3","Car occ w vs train rail ?car occ nontrf","V45.39","V45.33",5
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.49",0
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.48",1
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.40",2
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.41",3
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.42",4
"V45.4","Car occ w vs train rail board/alight","V45.49","V45.43",5
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.59",0
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.58",1
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.50",2
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.51",3
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.52",4
"V45.5","Car occ w vs train rail drvr traf accdnt","V45.59","V45.53",5
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.69",0
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.68",1
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.60",2
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.61",3
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.62",4
"V45.6","Car occ w vs train rail pass traf accdnt","V45.69","V45.63",5
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.79",0
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.78",1
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.70",2
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.71",3
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.72",4
"V45.7","Car occ vs train outside veh traf accdnt","V45.79","V45.73",5
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.99",0
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.98",1
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.90",2
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.91",3
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.92",4
"V45.9","Car occ/train rail ?car occ traf accdnt","V45.99","V45.93",5
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.09",0
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.08",1
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.00",2
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.01",3
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.02",4
"V46.0","Car occupant vs oth non-MV drvr nontrf","V46.09","V46.03",5
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.19",0
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.18",1
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.10",2
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.11",3
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.12",4
"V46.1","Car occupant w vs oth non-MV pass nontrf","V46.19","V46.13",5
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.29",0
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.28",1
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.20",2
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.21",3
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.22",4
"V46.2","Car occupant w vs non-MV nontrf","V46.29","V46.23",5
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.39",0
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.38",1
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.30",2
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.31",3
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.32",4
"V46.3","Car occ w vs non-MV unspec occ nontrf","V46.39","V46.33",5
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.49",0
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.48",1
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.40",2
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.41",3
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.42",4
"V46.4","Car occ w vs oth non-MV board/alight","V46.49","V46.43",5
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.59",0
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.58",1
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.50",2
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.51",3
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.52",4
"V46.5","Car occ w vs non-MV drvr traf accdnt","V46.59","V46.53",5
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.69",0
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.68",1
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.60",2
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.61",3
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.62",4
"V46.6","Car occ w vs non-MV pass traf accdnt","V46.69","V46.63",5
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.79",0
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.78",1
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.70",2
